name,gender,salary,departments,position
설태인,female,24645,advertising,assistant
추유건,male,4010,design,header
피로이,male,25311,marketing,assistant
마지아,male,14075,marketing,manager
시세빈,male,16219,finance,manager
엄세은,female,15801,marketing,header
유도연,male,25038,IT,assistant
두태하,male,20189,advertising,manager
감성우,female,7452,advertising,assistant
방재인,male,19305,marketing,header
편승윤,female,3679,IT,header
피민영,male,23427,marketing,intern
천준원,male,16463,marketing,assistant
추해준,male,16955,finance,assistant
석다원,male,10012,advertising,assistant
금수연,male,5518,design,assistant
송신우,male,22999,marketing,assistant
노주원,female,29084,marketing,intern
민수연,female,5207,advertising,manager
신성원,male,8646,marketing,header
신선우,female,9491,marketing,manager
모태이,male,29829,finance,manager
간도아,male,10328,design,assistant
호나연,female,7226,design,manager
반설,female,16324,marketing,manager
성현,male,17147,marketing,assistant
엄예준,male,12855,marketing,manager
현소정,male,21533,marketing,assistant
구은수,female,5952,marketing,assistant
탁서인,male,5370,advertising,assistant
국지수,female,13480,marketing,header
승태하,male,8691,IT,assistant
송재희,female,26631,marketing,assistant
경지성,female,27820,advertising,manager
제연재,male,18513,advertising,header
갈건후,male,21502,advertising,assistant
연혜빈,male,7971,IT,manager
윤민결,male,19114,advertising,intern
옥다솜,male,15822,marketing,assistant
좌유현,female,26548,marketing,assistant
상태훈,female,17967,marketing,manager
국우현,male,9572,marketing,assistant
부시안,female,22348,finance,assistant
주민주,male,21847,advertising,manager
박예원,male,3716,marketing,assistant
제서인,male,3886,marketing,assistant
형윤호,female,25689,marketing,assistant
구주한,female,24155,marketing,manager
상한율,male,23656,marketing,assistant
염재훈,female,11012,marketing,manager
단혜린,male,29308,marketing,assistant
방찬,female,14480,advertising,assistant
최수현,male,8903,advertising,assistant
제시호,female,25457,advertising,assistant
한유건,male,22530,IT,intern
채세린,female,9940,IT,assistant
갈윤하,female,15487,advertising,assistant
편지호,female,14336,marketing,assistant
정예성,male,3666,marketing,manager
복현호,male,11778,marketing,intern
편윤채,male,10354,design,assistant
감지후,male,23856,marketing,assistant
탁효주,male,6219,marketing,assistant
목준우,male,19755,finance,assistant
음유경,female,17818,marketing,header
부경민,male,21559,advertising,assistant
천채율,male,3242,design,manager
구지혁,male,9678,advertising,assistant
감시현,male,10288,design,assistant
여수현,female,23015,advertising,header
박지온,male,23330,finance,header
고상현,male,3037,finance,manager
감도겸,female,10691,advertising,header
홍현지,female,15977,IT,assistant
추민지,female,5150,finance,assistant
음온유,male,25735,marketing,header
갈태양,female,17650,advertising,assistant
용성원,female,14603,advertising,assistant
육승준,male,15560,marketing,manager
가봄,female,6422,advertising,assistant
황규빈,female,13459,marketing,assistant
채성민,male,23480,design,intern
위미소,female,11479,advertising,manager
강인우,male,5024,marketing,assistant
고혜윤,female,12947,design,manager
문유경,male,17381,marketing,assistant
옥태이,male,26900,IT,assistant
손해나,male,5474,marketing,intern
위선율,female,12646,marketing,manager
예서율,female,22498,finance,header
천효주,male,14626,marketing,assistant
라다인,male,20906,finance,assistant
상예나,male,5510,marketing,assistant
목은수,male,9481,advertising,intern
장사랑,male,27916,marketing,manager
고채아,male,16238,design,assistant
심하음,female,28915,advertising,manager
변건후,male,18923,finance,manager
위이솔,female,12618,advertising,assistant
추신우,male,26741,IT,manager
왕채빈,male,6515,marketing,assistant
송소율,male,17039,marketing,manager
곽태리,female,5059,IT,assistant
가현준,female,27683,marketing,assistant
인세인,male,10374,advertising,manager
경주영,female,20858,marketing,assistant
승세영,male,10406,marketing,assistant
선하연,female,14707,advertising,assistant
목연수,male,21857,advertising,intern
두수호,male,10066,marketing,manager
민도진,male,13398,marketing,assistant
팽유안,female,10557,finance,assistant
은윤,male,25655,finance,header
손이안,male,19541,marketing,manager
육유찬,female,15436,marketing,manager
곽준,female,18603,marketing,assistant
길민경,male,14435,advertising,manager
송도준,female,21279,marketing,intern
채준형,female,17977,IT,assistant
도성윤,male,4447,design,manager
노시원,male,22255,IT,assistant
맹연지,female,18177,design,intern
봉다온,female,8516,marketing,header
맹상민,male,24581,marketing,manager
용하늘,male,29618,advertising,manager
차아인,female,7555,marketing,assistant
석지원,female,16585,marketing,intern
길현준,female,3960,advertising,intern
권강우,male,17177,marketing,assistant
옥현수,male,3016,marketing,assistant
예민하,male,25835,marketing,assistant
은승윤,male,20232,advertising,intern
진지온,female,19569,marketing,intern
정정후,male,16082,marketing,assistant
하민채,male,27970,marketing,header
경시연,female,9820,advertising,manager
음은별,female,10344,finance,assistant
봉새봄,male,26219,marketing,assistant
왕태린,male,25162,IT,manager
현다빈,male,17060,finance,header
석재혁,male,14150,marketing,assistant
배태이,male,6813,design,assistant
시예림,male,25521,marketing,header
견도훈,male,14701,marketing,manager
김은수,female,25785,marketing,header
라이서,male,15873,design,intern
권재원,male,3643,IT,manager
공순기,male,21644,advertising,assistant
목영준,male,10475,marketing,assistant
용재이,male,11779,marketing,manager
엄은호,female,6639,marketing,intern
위다연,male,11657,marketing,assistant
왕동현,female,25740,marketing,manager
당보미,female,15575,marketing,header
동주안,female,21772,design,assistant
임윤하,female,13102,marketing,manager
차리안,male,24488,design,manager
진다연,female,14061,design,assistant
공윤우,female,17542,design,manager
홍다희,female,22902,marketing,assistant
위유리,male,21851,IT,manager
지세린,male,17966,marketing,assistant
심민수,male,7462,finance,header
봉세인,male,6216,marketing,assistant
고로이,male,25834,advertising,assistant
나아름,female,19071,design,manager
마민하,male,7100,marketing,intern
봉지현,male,11772,marketing,manager
곽아름,female,8062,IT,intern
국현승,female,22914,marketing,manager
당별,male,6510,marketing,assistant
상민경,female,23133,finance,manager
채다온,male,15572,marketing,manager
모정민,male,26467,marketing,manager
송건우,male,26805,marketing,assistant
명하늘,female,6580,marketing,manager
이용준,male,7918,marketing,assistant
선태인,male,6046,marketing,manager
진동욱,female,27011,IT,header
엄지온,male,25728,IT,assistant
진유하,male,8707,marketing,assistant
박지용,female,10875,finance,manager
경고은,male,9002,marketing,assistant
여민서,female,25240,design,assistant
도지완,female,8642,finance,assistant
간온유,female,19288,marketing,manager
구강민,male,15667,marketing,intern
추예서,male,29842,marketing,manager
빈율,female,19804,IT,assistant
추라윤,female,13763,advertising,intern
배소은,female,6450,marketing,assistant
맹지환,male,19541,marketing,manager
손하윤,male,15478,marketing,assistant
탁하늘,male,18686,IT,assistant
마재호,female,12043,IT,manager
제순기,female,29727,advertising,manager
진우성,male,25803,marketing,intern
간동훈,male,25651,marketing,manager
형소이,female,5904,marketing,intern
곽시안,male,22261,marketing,header
예현진,male,9125,marketing,manager
감현호,male,8668,marketing,assistant
피나린,male,18517,finance,intern
선정원,male,21711,marketing,assistant
엄가온,male,7948,advertising,assistant
공지원,female,4241,marketing,assistant
빈로운,female,3268,marketing,assistant
국하나,male,26926,IT,assistant
정윤재,female,25079,marketing,manager
가채아,male,4985,design,intern
문정우,female,14015,advertising,assistant
나현진,male,16989,marketing,manager
상태희,female,29377,marketing,assistant
염유빈,female,12524,marketing,assistant
라유민,male,7629,advertising,assistant
우나윤,female,12926,design,assistant
호태희,male,27596,advertising,assistant
연선우,male,3879,marketing,manager
봉윤아,male,20902,marketing,manager
류현서,male,17624,marketing,assistant
지보미,male,26088,marketing,assistant
온소민,male,7298,marketing,assistant
허원준,female,6311,advertising,assistant
성지수,female,9023,marketing,assistant
라민성,male,20144,advertising,assistant
국하랑,male,12259,IT,intern
설혜원,female,22956,finance,intern
서민건,male,9264,marketing,assistant
형해나,female,9579,marketing,header
명예슬,male,25328,marketing,assistant
감지운,female,12738,finance,manager
박현석,male,19437,finance,assistant
길율,female,14035,marketing,header
강나린,female,29644,IT,assistant
복은서,female,5789,marketing,assistant
편나린,male,29746,marketing,assistant
좌종현,male,28594,advertising,header
육형준,male,11954,marketing,assistant
주효은,male,25213,IT,manager
복수민,male,24874,marketing,assistant
채정윤,male,10086,marketing,assistant
반지유,female,14837,finance,intern
현태린,female,26995,marketing,assistant
승서윤,male,14697,marketing,assistant
범유이,male,12269,marketing,assistant
맹승우,male,8724,design,assistant
지가온,female,14365,finance,intern
소시헌,female,16970,marketing,manager
구수정,male,23725,marketing,assistant
염도준,male,13813,advertising,header
서승훈,male,18982,advertising,assistant
견서빈,male,11347,marketing,assistant
지하윤,male,14855,marketing,assistant
부서영,male,7384,advertising,assistant
위예찬,male,12639,marketing,intern
연도경,male,11803,design,assistant
원준후,female,6916,marketing,assistant
봉세현,female,10939,marketing,assistant
채승현,male,18487,marketing,assistant
고나린,male,14361,marketing,assistant
감정현,female,28910,marketing,assistant
음태이,male,23680,marketing,assistant
구은채,male,11055,marketing,manager
승은설,male,17590,marketing,manager
복재하,female,29473,design,assistant
함지연,male,6359,design,manager
송도연,male,18884,advertising,manager
마연아,female,11813,marketing,assistant
명슬아,male,4090,marketing,assistant
호이솔,male,24436,marketing,manager
위서아,male,11130,marketing,assistant
선재희,male,24520,advertising,manager
천재우,male,16641,marketing,assistant
동태인,male,22003,marketing,assistant
소소연,female,10952,advertising,manager
천우현,female,8221,design,assistant
태효원,female,21468,marketing,manager
백찬희,female,11748,design,assistant
승아름,male,28107,finance,assistant
김지민,female,13266,marketing,assistant
간은호,male,21384,advertising,manager
상동우,male,11016,design,header
한아현,female,9290,marketing,intern
감시안,male,13555,design,assistant
유강현,female,12032,marketing,intern
명다혜,male,18809,marketing,assistant
상민지,male,10874,marketing,manager
어민호,male,20906,IT,manager
오성우,male,12116,advertising,header
류시완,male,29169,finance,assistant
범하윤,female,11012,IT,assistant
태유현,male,13323,advertising,header
하채아,male,15894,marketing,assistant
양준호,male,8514,marketing,assistant
형시윤,female,25222,marketing,manager
박희원,male,14520,IT,assistant
박승환,female,9420,marketing,manager
단여원,male,6998,design,intern
부온유,female,4648,marketing,manager
은주현,male,4715,marketing,assistant
표다빈,male,28331,marketing,intern
강정연,male,27750,design,assistant
범예인,male,13118,advertising,assistant
장하엘,male,23786,design,manager
신한울,female,16716,design,intern
주정원,male,24734,design,assistant
천은성,male,7126,marketing,assistant
경수진,male,24627,marketing,header
금세희,female,13484,marketing,assistant
설재인,female,6930,IT,manager
전시훈,female,20158,marketing,assistant
주아진,male,5150,IT,assistant
갈도은,female,7749,marketing,assistant
함해인,male,27438,marketing,assistant
정승우,female,24175,marketing,assistant
권유성,male,27700,marketing,intern
한승현,male,10211,finance,assistant
임유안,female,27980,marketing,assistant
태태은,male,15069,advertising,manager
반재혁,female,11861,finance,intern
피유나,male,17975,advertising,header
가소이,male,3719,marketing,assistant
승수연,male,22251,advertising,assistant
인윤찬,female,25285,advertising,assistant
단건호,female,17996,design,assistant
민지우,male,13531,marketing,manager
유시준,female,8872,design,assistant
양강우,female,4813,advertising,assistant
태지우,female,21841,marketing,manager
최유현,male,11538,marketing,intern
나은별,male,7640,design,assistant
왕지우,female,22872,advertising,assistant
복도훈,female,6256,finance,intern
정하랑,male,9297,marketing,manager
유태하,male,21532,marketing,manager
용순기,male,22320,marketing,assistant
현혜성,female,12605,marketing,assistant
예산,male,12764,marketing,assistant
나윤지,male,29042,advertising,assistant
라다온,female,11033,marketing,assistant
은재이,male,9432,finance,assistant
한지율,male,26041,marketing,intern
부지수,male,7537,advertising,assistant
심정현,female,21174,finance,assistant
선지혁,female,24526,marketing,manager
소세린,male,10384,marketing,assistant
하승훈,female,10449,marketing,assistant
소윤후,female,13105,marketing,header
단가윤,male,23546,finance,manager
목찬희,female,13886,finance,manager
기한결,male,24345,finance,assistant
신건우,female,26909,advertising,intern
호소미,female,5297,IT,assistant
간시윤,male,12264,marketing,assistant
최도연,male,3548,design,header
우태연,male,6984,design,header
백태경,male,18749,IT,assistant
라산,female,3134,marketing,assistant
주주하,male,25549,marketing,manager
부시현,male,13203,design,manager
민보미,male,21286,marketing,assistant
탁윤호,male,15045,marketing,manager
이주혁,female,5613,advertising,header
차가람,male,25365,marketing,header
경승원,male,13866,marketing,assistant
공태민,female,9857,advertising,assistant
안지윤,male,14921,design,assistant
백아현,male,22917,marketing,intern
함현서,female,15806,design,assistant
여이서,male,27705,advertising,assistant
유예원,male,17062,IT,manager
목다은,male,26157,finance,manager
여승환,male,26793,finance,header
천승주,female,13200,advertising,assistant
견진우,male,11243,advertising,assistant
차다연,male,16828,marketing,manager
최재하,female,21691,marketing,assistant
위동하,female,4098,advertising,assistant
방지우,female,13696,advertising,manager
마도하,male,27939,advertising,manager
한유정,male,12466,marketing,assistant
정지영,female,4773,marketing,assistant
설수정,female,10617,finance,manager
엄윤호,male,12054,advertising,manager
두하민,female,18850,IT,assistant
육민우,female,27022,marketing,intern
감서인,female,7830,marketing,header
표서현,male,22090,finance,header
설준혁,male,14671,marketing,manager
우은혁,female,22560,marketing,header
성하은,female,6048,marketing,assistant
위수연,female,7374,marketing,manager
채우찬,female,6122,design,assistant
용태인,male,28342,finance,assistant
배서연,female,16955,marketing,manager
송시윤,male,3006,marketing,manager
기주영,female,12303,marketing,header
명규민,male,26701,advertising,manager
구하나,male,7513,marketing,assistant
홍서율,female,14484,marketing,intern
도하준,female,23909,marketing,manager
이효준,male,23591,marketing,assistant
상이현,male,18349,IT,assistant
위세훈,male,15381,marketing,assistant
신예준,male,27063,marketing,manager
석혜빈,male,13516,marketing,manager
곽태영,female,11447,design,manager
좌서진,female,20408,marketing,manager
공연호,male,4250,finance,assistant
석건후,male,18410,marketing,intern
임주영,male,16539,advertising,manager
함유빈,male,22855,advertising,assistant
주도겸,male,20291,marketing,manager
안지원,male,16953,design,header
남채민,female,23906,marketing,assistant
동지성,female,13909,advertising,manager
갈윤성,female,11640,finance,manager
문준혁,male,27323,marketing,assistant
금효린,male,13495,marketing,header
방은솔,male,20544,marketing,manager
함강민,male,7813,finance,manager
구태경,female,17705,IT,assistant
부지수,male,14399,marketing,manager
선세인,female,11913,marketing,manager
채은우,female,9233,marketing,intern
나해준,male,29520,marketing,assistant
빈승우,male,29829,marketing,assistant
이온유,male,19548,finance,manager
남지원,female,19356,advertising,assistant
심동건,male,17428,marketing,manager
부다인,male,14247,advertising,intern
도시준,male,9024,finance,assistant
함루아,female,11236,advertising,assistant
권주호,female,24008,advertising,assistant
상지온,male,29897,design,assistant
홍단아,male,5690,IT,manager
남유안,female,16776,marketing,assistant
맹은지,female,9592,marketing,assistant
견은율,male,9554,marketing,assistant
피가현,male,14130,finance,manager
변루아,male,16424,advertising,intern
남도경,male,4884,marketing,assistant
홍시우,male,17845,finance,assistant
부시윤,female,16936,design,assistant
심준영,male,3381,marketing,intern
경가영,male,17405,IT,manager
송동훈,female,6287,marketing,manager
시유리,female,4971,marketing,manager
반소정,male,25636,finance,manager
진민재,female,14151,marketing,manager
함유민,female,11767,advertising,intern
금재원,male,18423,marketing,manager
옥지용,male,9424,finance,assistant
연은유,male,16117,IT,manager
설세린,male,5515,marketing,manager
채유성,male,13811,marketing,assistant
염아준,female,17003,design,manager
모예진,male,14992,marketing,assistant
육재희,male,25352,marketing,assistant
백율,female,9205,marketing,assistant
편리원,male,11388,marketing,assistant
왕시온,female,20746,IT,manager
옥다빈,male,26630,IT,assistant
허서현,male,19802,marketing,manager
형예담,female,3170,marketing,intern
도채린,male,19130,IT,assistant
민서원,male,27530,design,assistant
인지원,male,3651,marketing,assistant
범하랑,female,6376,marketing,assistant
양나율,male,25808,IT,intern
편승유,female,24125,finance,header
부준후,female,14789,advertising,assistant
신주연,male,27447,marketing,manager
이승재,female,28611,advertising,assistant
위동현,male,29772,advertising,assistant
범단우,male,10995,design,assistant
김현서,male,17374,marketing,manager
간주호,female,25663,IT,manager
변세연,male,24471,design,assistant
허지영,male,22258,marketing,manager
금지영,female,13721,marketing,manager
은한울,female,4524,advertising,assistant
태재영,female,25179,marketing,manager
최민재,male,23886,advertising,manager
경도은,female,18089,finance,manager
기승찬,male,5570,IT,assistant
염다은,male,21239,advertising,header
최은별,female,29363,advertising,assistant
가승아,male,29125,marketing,assistant
변재원,male,15950,IT,assistant
라채희,male,22346,IT,assistant
당예슬,male,26728,marketing,assistant
최은재,female,22794,marketing,assistant
손은율,female,5467,advertising,intern
홍은채,male,19887,advertising,intern
나솔,female,10224,design,assistant
맹윤후,male,14493,marketing,manager
모서후,male,14470,marketing,manager
피소율,female,18296,finance,manager
백은우,female,25060,IT,manager
맹온유,male,18940,marketing,manager
기지온,female,16350,advertising,manager
간민하,male,12036,advertising,manager
채준희,male,3818,marketing,assistant
장나연,male,13911,marketing,header
길시현,male,5321,advertising,assistant
박서인,male,14615,IT,manager
경다연,male,18739,advertising,manager
추태양,male,17274,advertising,assistant
반윤아,female,13907,marketing,assistant
배도율,male,28577,marketing,assistant
송현진,male,10083,IT,manager
탁준호,male,5076,advertising,assistant
간승현,male,10341,advertising,assistant
어은서,male,21569,marketing,assistant
갈윤후,male,27584,marketing,header
오혜빈,male,17120,marketing,manager
국도율,male,29555,IT,intern
구지유,female,22446,marketing,manager
원윤슬,male,10690,design,manager
사재이,male,15391,marketing,manager
갈진서,female,29077,advertising,manager
마채윤,male,16498,advertising,manager
설태이,male,5113,marketing,intern
태윤재,female,8426,advertising,manager
경가인,male,14753,marketing,assistant
허강우,male,7508,design,assistant
위지유,female,19392,marketing,assistant
단성준,female,17170,marketing,assistant
표수아,male,29724,advertising,manager
간승민,male,11632,IT,header
문준석,female,3555,marketing,header
길유빈,male,5030,advertising,manager
간수민,male,14955,marketing,intern
배지영,male,22240,marketing,assistant
조소연,male,22197,IT,assistant
연동현,male,23466,IT,manager
우동건,male,25826,marketing,header
양소담,male,16623,design,assistant
범윤지,male,21473,advertising,manager
문하람,male,13154,IT,assistant
동다솜,male,20036,marketing,assistant
선지한,male,9203,marketing,manager
여강민,female,19369,marketing,manager
김하람,male,14267,marketing,assistant
변서윤,male,8864,advertising,manager
염유성,male,25370,marketing,manager
원지현,female,28296,marketing,manager
양건호,female,28158,marketing,manager
도이나,female,24798,marketing,manager
피가인,female,26458,design,intern
양가영,male,28012,advertising,assistant
백효린,male,19881,advertising,manager
원은혁,male,16272,marketing,manager
지하윤,male,15557,marketing,manager
가승민,male,19490,marketing,assistant
채소민,male,14847,design,manager
온효주,female,25138,IT,assistant
왕하성,male,28579,marketing,manager
편단비,female,9790,finance,manager
온가영,female,20394,marketing,manager
팽유나,male,11716,advertising,assistant
제소원,female,11860,finance,manager
추서우,male,29135,marketing,manager
남태건,female,29114,marketing,assistant
동지후,female,17531,marketing,manager
견로아,male,28492,marketing,assistant
온효주,male,24410,marketing,assistant
손태영,female,13432,marketing,assistant
두우성,female,15689,IT,assistant
용윤채,female,10637,IT,manager
피소담,female,15215,marketing,header
백이안,female,27183,finance,manager
여승호,female,11696,finance,manager
여은율,male,29032,marketing,manager
정찬영,male,9887,IT,manager
봉현아,female,12128,marketing,assistant
곽세준,male,29231,IT,manager
변이안,male,23067,marketing,assistant
간종현,male,18144,IT,assistant
손리나,male,5802,marketing,assistant
구유하,male,6847,marketing,assistant
편윤아,female,29459,IT,manager
심채이,male,15153,marketing,intern
방규빈,female,20698,advertising,header
성다희,male,29731,advertising,manager
명보미,female,21822,advertising,assistant
시서빈,female,29070,marketing,assistant
서민지,female,19743,finance,intern
서로아,male,6004,advertising,assistant
변세영,female,23957,design,assistant
태현성,male,21674,finance,assistant
방아인,female,20220,marketing,assistant
손온유,male,27048,marketing,manager
최온유,female,17455,advertising,assistant
시민우,male,25504,marketing,assistant
용유리,male,25089,marketing,intern
사서호,male,12940,design,intern
기태우,male,9998,finance,assistant
복나은,female,5511,IT,assistant
호소이,male,22147,advertising,assistant
손세아,female,24318,IT,assistant
팽한율,male,26738,marketing,manager
동라윤,male,3482,marketing,manager
추재희,female,21282,advertising,assistant
장지운,male,18133,IT,assistant
박연호,male,6646,marketing,manager
양리아,male,22383,design,assistant
공나영,male,24724,marketing,assistant
탁태성,male,17222,marketing,assistant
견상윤,female,3040,marketing,manager
남시윤,male,18553,marketing,manager
하윤채,female,17791,marketing,intern
황민건,male,7748,marketing,manager
동소은,female,27713,advertising,manager
은태오,male,13914,design,intern
두순기,male,4308,design,assistant
원서영,male,17981,marketing,assistant
진유빈,female,26323,finance,assistant
은승주,male,26613,IT,manager
손채은,male,26898,IT,assistant
이도하,male,21714,finance,assistant
성채린,male,6277,advertising,manager
여은지,male,17927,advertising,intern
간주아,female,5571,marketing,assistant
복은솔,female,17598,IT,assistant
변윤지,male,11817,advertising,manager
국설,male,13470,finance,manager
편우영,female,15472,marketing,manager
연승민,male,3059,marketing,intern
국하린,female,19230,marketing,manager
강주호,female,11158,marketing,assistant
옥현민,female,22054,marketing,assistant
금준호,male,17454,marketing,header
연하영,male,10899,IT,manager
좌우현,male,17158,marketing,manager
상가온,female,9294,marketing,manager
오민경,female,15478,advertising,intern
당재희,female,6841,marketing,assistant
서민재,male,5651,advertising,assistant
견규리,female,6265,marketing,manager
가주원,male,20239,design,header
지서아,male,26043,IT,assistant
하은재,male,10108,IT,intern
구나율,female,19810,marketing,manager
간민규,male,3310,marketing,header
변하연,male,17944,marketing,manager
석해준,male,5755,marketing,assistant
송우주,male,25697,finance,assistant
문동규,male,4009,marketing,assistant
마준호,female,28886,marketing,assistant
박소담,male,14170,marketing,assistant
하태이,female,12559,marketing,manager
범영준,male,6604,marketing,manager
홍하음,male,5537,marketing,assistant
범강우,female,10015,advertising,assistant
강승우,female,29424,marketing,assistant
제하나,female,28558,marketing,intern
조서현,female,10930,design,manager
인미소,male,11174,marketing,header
시시율,male,14951,advertising,manager
진현수,male,13947,marketing,intern
장지호,male,20724,IT,header
차종현,female,29568,advertising,manager
송예주,female,17509,IT,assistant
장태윤,female,25409,marketing,assistant
하소연,male,3675,marketing,manager
한지후,male,25423,marketing,manager
권세영,male,9077,advertising,manager
염은설,female,13970,advertising,assistant
금승주,male,26157,IT,manager
고라온,male,16917,marketing,manager
목선우,male,24531,IT,assistant
송선호,male,12678,IT,assistant
설태준,male,17066,marketing,header
박은지,male,19771,marketing,manager
라태훈,female,9098,marketing,assistant
좌지아,male,29831,marketing,header
성슬아,male,13365,marketing,manager
육혜성,male,13428,finance,intern
도태윤,female,7409,marketing,manager
노하진,female,27197,IT,intern
하정연,female,16731,advertising,assistant
최가윤,female,29835,marketing,intern
변민영,male,8319,marketing,assistant
권승원,male,5076,marketing,assistant
반다경,male,27336,marketing,assistant
어라윤,female,13387,marketing,assistant
심혜인,male,15139,design,intern
옥슬아,female,11683,marketing,assistant
구효주,male,20775,IT,assistant
팽민기,male,24516,finance,manager
배온유,male,10679,IT,assistant
백범준,male,21837,finance,intern
김세연,female,3834,marketing,manager
설석현,male,7965,IT,assistant
선지인,male,17082,marketing,header
승은수,male,6430,IT,assistant
부찬우,female,17991,advertising,header
차시윤,male,10524,finance,assistant
태지후,male,16789,marketing,assistant
유시현,male,25570,marketing,manager
현나현,male,14826,design,header
육다연,male,6691,design,assistant
탁용준,male,17195,design,assistant
배재원,male,19897,IT,assistant
반태호,male,16756,design,assistant
윤가람,female,5405,marketing,assistant
윤시율,male,17221,advertising,assistant
민유나,female,5258,advertising,manager
승유건,male,26515,finance,assistant
제세아,male,17435,marketing,assistant
마지연,male,17156,marketing,intern
허태희,male,9767,marketing,intern
목봄,female,14204,marketing,manager
정재이,male,29312,finance,assistant
가온유,male,27978,advertising,assistant
태현서,male,25040,marketing,assistant
고다영,male,5291,marketing,assistant
설윤주,male,23969,marketing,assistant
정가온,male,19699,marketing,manager
배태희,female,24505,advertising,manager
최서호,male,17109,marketing,assistant
동시후,male,3520,IT,assistant
형이든,male,16976,design,header
진소이,male,9591,marketing,assistant
형강현,female,28828,marketing,assistant
도정원,female,13513,IT,intern
어채이,female,22341,finance,assistant
소나린,male,29860,advertising,manager
박은빈,male,15785,marketing,manager
팽재윤,male,29985,advertising,manager
오승윤,female,8512,marketing,assistant
위나린,female,3373,advertising,manager
소수진,male,3873,advertising,manager
도승아,male,6793,advertising,assistant
송하온,male,22510,marketing,manager
갈지우,male,4126,finance,manager
권지운,male,9774,design,assistant
차예지,male,23652,IT,assistant
윤연우,male,5051,advertising,assistant
형태영,male,3797,marketing,intern
선승우,male,13346,finance,manager
엄윤아,male,8826,marketing,assistant
황다은,male,16908,marketing,assistant
노혜빈,male,24391,marketing,assistant
감다영,male,24258,finance,assistant
어연서,male,26109,marketing,assistant
당나율,male,26739,advertising,manager
허동규,female,20704,IT,assistant
봉시은,female,11241,marketing,assistant
문주현,female,13617,marketing,assistant
안지안,female,25891,finance,assistant
감지훈,female,12720,advertising,assistant
나이준,female,23972,marketing,header
봉혜린,male,15345,marketing,header
상다온,female,17580,marketing,assistant
설연아,male,12939,advertising,manager
승지율,male,4693,design,assistant
성시윤,male,20443,marketing,assistant
명민솔,male,16717,finance,manager
당고은,male,16940,marketing,intern
민현지,male,21158,advertising,assistant
곽은빈,male,5246,marketing,intern
유이서,male,27853,marketing,manager
유상윤,male,11218,marketing,assistant
복윤채,male,13918,marketing,assistant
채유라,male,27105,IT,assistant
음로이,male,6911,advertising,assistant
최다빈,female,20514,design,assistant
안은찬,male,15977,advertising,manager
마재희,female,24810,marketing,assistant
성현서,female,11168,finance,manager
명동현,male,8984,advertising,assistant
장소연,female,17555,marketing,assistant
우은혜,male,24175,IT,assistant
성시완,male,28752,marketing,assistant
마서원,female,13034,marketing,assistant
배유정,male,28887,marketing,assistant
서서호,female,16452,marketing,assistant
위재원,male,5552,marketing,assistant
주윤하,female,21625,advertising,assistant
견아라,female,11487,marketing,assistant
염수연,male,10822,finance,manager
승하민,female,21047,marketing,manager
송현빈,male,29504,marketing,intern
동다연,male,27810,finance,manager
왕지아,male,24608,IT,assistant
노유주,female,12690,marketing,assistant
육아인,male,26190,advertising,intern
구재준,female,4429,marketing,assistant
복단우,female,14507,advertising,assistant
허효린,male,5090,advertising,manager
부서원,male,11760,marketing,assistant
편지민,male,11691,advertising,intern
음유림,female,9837,advertising,assistant
양채린,female,9715,marketing,intern
반현진,male,28599,marketing,manager
가상윤,male,5288,marketing,manager
육온유,female,12815,design,assistant
민은율,male,12920,advertising,manager
피하음,female,28046,marketing,assistant
전세인,male,21736,marketing,assistant
어소담,female,24129,advertising,assistant
노재호,male,9478,advertising,assistant
송채빈,male,20887,design,manager
위수연,male,22637,design,assistant
곽승현,male,4558,advertising,assistant
임민주,female,13536,design,assistant
선하준,male,26044,advertising,manager
장세연,female,8645,marketing,header
좌아인,male,13952,marketing,manager
변나영,male,5296,marketing,assistant
민유라,male,15745,IT,assistant
나우찬,male,14160,advertising,header
은수아,male,16316,finance,assistant
제재영,male,14241,marketing,assistant
봉아준,female,5032,marketing,header
최태하,male,19973,IT,manager
안은준,male,27680,advertising,header
류나영,male,15196,advertising,manager
왕아린,male,11741,advertising,assistant
용준석,male,24979,advertising,assistant
위우영,male,18026,marketing,assistant
단윤진,female,28609,advertising,assistant
우주한,female,16689,advertising,intern
부재이,male,6827,advertising,manager
목은성,male,16347,marketing,manager
옥수현,male,25168,IT,assistant
왕여원,male,3157,IT,assistant
이은서,female,17901,design,header
천단비,male,15458,IT,intern
목아현,female,29265,marketing,intern
민도희,female,24307,advertising,assistant
남준석,female,10850,marketing,manager
육산,male,29102,marketing,assistant
명승재,male,15677,marketing,assistant
변하온,female,26950,IT,manager
백이안,male,15155,marketing,intern
설로아,female,27593,advertising,assistant
육민호,male,20592,finance,assistant
탁시헌,male,17370,marketing,assistant
탁시훈,male,13913,advertising,assistant
복이서,female,14091,marketing,assistant
라민건,male,5088,design,manager
제강우,male,15263,marketing,manager
동서영,male,27437,marketing,intern
도주현,female,29883,advertising,assistant
윤수지,female,13956,advertising,manager
감시헌,male,15376,marketing,assistant
공라윤,female,26736,marketing,header
도은설,female,11192,IT,assistant
은지후,female,20427,advertising,assistant
백효은,female,18425,finance,assistant
감성진,male,19058,IT,manager
부이준,female,16600,marketing,intern
부유경,male,17452,marketing,assistant
